7,0
18,640
7,1280
29,3360
20,4960
2,6720
11,7200
7,8640
8,9440
19,9760
10,11040
7,11200
8,12480
2,12800
28,15040
7,15200
22,16320
30,16800
34,18400
7,20480
24,22880
7,24000
17,24800
28,25440
20,26240
30,27360
19,29280
20,29440
36,30240
0,31360
29,33760
7,35360
36,36000
0,36960
10,38560
2,39040
7,40000
0,41600
28,44160
37,44800
19,46240
2,48960
18,50080
7,51040
