-85.9083 -11.2807 -6.9684 -1.76178 -3.46889 -1.62392 -1.39361 1.182 1.42304 -0.854053 -0.61162 -0.0895989 -0.190641 -23.5718 -23.7965 -21.3838 -20.8599 -20.209 -18.1603 -16.2458 -16.8219 -17.0953 -16.9785 -17.3107 -16.9989 -15.7596 -14.3383 -13.9877 -15.244 -15.1668 -14.5771 -14.5336 -14.0696 -14.1174 -14.4861 -14.9346 -15.6665 -15.9742 -15.7602 
-86.1346 -10.3129 -6.01887 -0.42106 -3.67489 -1.39315 -2.25128 0.338988 0.655714 -0.460076 0.452438 0.202449 0.253608 -23.3203 -22.7381 -20.8524 -20.4971 -19.0628 -17.1393 -16.9906 -18.1928 -17.9756 -16.6627 -17.4251 -17.34 -15.8634 -14.9704 -14.2838 -15.6201 -14.945 -14.2417 -15.0742 -13.8362 -13.9971 -14.2089 -14.8829 -16.1423 -16.6768 -16.2619 
-86.3331 -10.9165 -6.15171 -0.920803 -2.6111 -2.19889 -2.48411 0.299627 -0.346362 -1.11116 0.923996 1.09642 0.578861 -23.6121 -23.2979 -21.4203 -20.0504 -18.3165 -17.943 -17.5275 -19.1685 -17.3795 -16.7924 -17.103 -17.4248 -16.2894 -14.6583 -13.4638 -15.2512 -14.5868 -14.9474 -15.5074 -14.2665 -14.4125 -14.4916 -14.7046 -15.7132 -16.1804 -15.7052 
-85.6867 -11.3294 -7.23458 -1.43638 -3.39187 -1.27861 -1.0489 -0.0691653 -0.204472 -0.318459 -0.419909 -0.0484468 1.13164 -23.4618 -23.9638 -21.9072 -20.0098 -18.9477 -18.9088 -17.8112 -16.9409 -16.6363 -16.8287 -16.8257 -16.1361 -15.7242 -15.0694 -14.384 -15.5941 -14.0717 -13.5768 -14.7519 -14.1915 -14.1309 -14.7952 -14.5659 -15.6842 -16.1112 -15.889 
-86.4786 -10.075 -6.52772 -1.87698 -3.68915 -2.38714 -2.03145 0.546953 0.931734 0.052048 -0.654861 -0.227988 1.12346 -23.543 -23.7754 -21.8032 -20.123 -18.5447 -17.5372 -16.9031 -16.8976 -16.5634 -17.6467 -18.2795 -16.3755 -15.237 -15.153 -14.685 -15.7857 -14.7643 -14.4879 -15.2361 -14.8147 -14.4613 -15.0866 -15.085 -15.627 -16.4468 -16.0934 
-87.0614 -10.0491 -5.40875 -1.01041 -3.06784 -2.85322 -1.68349 -0.419879 -0.452247 -0.56537 0.00271155 0.988582 1.98392 -23.2937 -23.275 -22.1954 -18.6376 -17.9127 -18.1189 -17.8367 -18.3906 -17.2933 -16.7787 -18.3219 -17.4108 -16.3812 -15.31 -14.6639 -15.6463 -15.0232 -14.115 -14.9427 -15.3232 -15.2058 -14.8837 -15.2547 -15.9704 -16.0989 -15.6432 
-88.4209 -10.3054 -5.62261 -0.614673 -2.42773 -2.1574 -1.86294 -0.822636 -0.656063 -0.176359 0.551787 1.02996 1.25505 -22.6867 -24.4772 -21.9517 -18.9391 -18.5152 -18.6742 -18.5285 -19.1816 -17.8769 -17.5558 -17.7386 -16.8191 -16.6945 -15.7769 -14.9225 -15.5973 -15.1509 -14.6268 -15.3691 -15.1586 -15.2345 -15.31 -15.5751 -16.0516 -16.1743 -16.2733 
-89.9842 -9.77766 -5.48991 -1.05922 -2.74517 -1.66072 -1.12409 0.404621 0.0182255 -0.3967 -0.399148 0.0168802 0.617283 -23.7867 -22.5921 -22.2773 -20.1727 -19.8766 -18.9137 -17.9212 -18.5184 -17.4946 -17.804 -18.4755 -17.298 -17.1047 -16.0286 -15.2626 -16.4592 -15.5278 -15.0958 -15.9593 -15.3327 -15.8816 -15.4061 -15.74 -16.4845 -16.7939 -16.6237 
-92.3256 -9.00686 -4.76789 -1.38644 -2.99991 -2.55883 -0.365269 0.316007 0.305955 0.183445 0.246486 0.586344 0.777358 -23.2597 -23.3855 -23.2015 -20.0416 -20.1422 -18.4109 -17.7283 -19.2037 -17.5674 -18.4779 -18.7142 -18.5364 -17.7203 -16.9597 -16.365 -16.696 -15.7403 -15.8758 -16.2167 -16.2215 -16.5652 -16.6202 -16.7033 -16.674 -17.1275 -16.6155 
-92.6325 -8.72564 -4.93805 -1.96417 -2.09347 -2.9379 -2.00873 -0.432882 -0.345625 -0.312434 -0.39768 -0.256047 0.699954 -24.6231 -23.4766 -22.081 -19.9203 -18.9529 -19.0404 -18.6052 -18.4921 -18.4838 -18.9483 -18.3846 -17.9589 -16.9642 -16.68 -16.0003 -17.0055 -16.2492 -16.2053 -17.0389 -16.9517 -16.6718 -16.7072 -16.4127 -16.8988 -16.954 -16.6282 
-95.5706 -8.88819 -4.26944 -3.51776 -2.03543 -2.13785 -1.20322 -0.372496 0.690439 -0.662425 -0.0210093 0.722598 0.923188 -24.0631 -24.9311 -23.2267 -20.704 -20.0035 -19.3718 -19.3146 -18.3502 -18.8445 -18.4094 -18.8204 -18.8012 -17.7472 -17.14 -17.1052 -18.4097 -17.699 -17.3528 -17.8895 -17.2886 -16.6256 -17.4913 -17.5769 -17.0639 -16.4344 -16.6518 
-95.5823 -8.37295 -3.08837 -3.68035 -1.14963 -0.961856 -1.16151 -0.0977431 -0.481623 -1.2977 -0.190756 0.760939 0.759766 -24.0212 -23.3891 -22.254 -20.5499 -20.3776 -19.9132 -19.3452 -19.7111 -18.0713 -17.6307 -18.7088 -19.0228 -17.9856 -17.6819 -17.0138 -18.7815 -18.2882 -17.948 -18.262 -17.7235 -17.0382 -16.7937 -17.1056 -16.5878 -16.6749 -16.4966 
-91.3182 -11.9029 -6.53241 -2.31615 1.7782 -1.26193 -0.657259 -1.59066 0.373392 0.702039 0.87961 -0.975938 0.550616 -23.6394 -23.6226 -22.8657 -21.6991 -21.2177 -20.2209 -19.815 -20.3364 -18.7947 -18.7297 -16.3808 -15.3066 -15.5522 -15.658 -15.759 -16.156 -15.4833 -15.7418 -16.586 -16.6749 -16.8576 -15.9755 -16.3212 -16.6643 -15.3043 -14.2703 
-97.2817 -12.3661 -5.46609 -2.18321 2.83651 0.54232 0.416589 -0.194493 0.347688 0.573411 -0.120209 -1.73759 0.0517903 -23.4165 -24.1342 -23.2931 -23.3037 -24.2602 -22.7482 -21.5453 -20.4586 -19.8547 -20.1533 -17.5242 -16.4286 -16.9877 -17.0985 -17.0655 -17.732 -16.8824 -17.1307 -17.9963 -18.0141 -17.7914 -16.6825 -16.9483 -16.9441 -16.1957 -15.4514 
-102.17 -12.1438 -1.76769 -0.844195 -0.12865 -0.31118 0.0785911 0.686064 0.873417 1.07304 0.0570167 -0.570098 0.00134473 -23.765 -23.8311 -24.2424 -24.1347 -23.4567 -22.2222 -21.3844 -21.3497 -21.8755 -21.286 -20.7166 -20.1414 -19.263 -19.3901 -19.2573 -18.941 -18.2372 -18.12 -18.1063 -18.0355 -17.8969 -17.0445 -17.2163 -17.1845 -16.8495 -17.0166 
-103.52 -12.8685 -1.321 -0.838001 -0.88676 -0.049384 0.156976 0.267162 1.49971 1.71029 0.116902 -0.0674335 -0.512964 -23.6287 -25.0948 -24.2817 -25.0517 -23.5435 -22.541 -20.9953 -21.813 -22.5598 -22.1889 -20.336 -20.367 -20.5875 -19.3209 -19.775 -20.2036 -18.2858 -18.4314 -17.589 -17.5528 -17.799 -17.6389 -16.9265 -17.165 -17.0873 -17.0842 
-102.691 -11.0491 -0.501586 -1.22377 -0.386449 0.429326 -0.399913 -0.869989 -0.321759 -0.0437365 0.410482 0.032006 -0.30141 -23.8546 -23.9666 -23.3211 -22.3919 -22.912 -22.287 -22.0104 -22.2637 -21.6181 -20.5463 -20.4489 -19.915 -20.0601 -20.6995 -19.3694 -19.8305 -19.2912 -18.6218 -18.6126 -17.9096 -17.2883 -17.662 -17.4865 -17.0521 -17.2057 -17.0007 
-91.0002 -9.78617 -1.48241 0.53501 -2.36908 -0.003292 -1.34292 1.40682 0.521092 -0.497313 0.580132 -0.172477 -0.229776 -21.5965 -21.0171 -21.1675 -20.2213 -20.8982 -18.9151 -18.1322 -19.3572 -19.5475 -18.4903 -18.8874 -19.1371 -18.5872 -16.5774 -16.6534 -17.1743 -16.0826 -16.6505 -16.1711 -15.2663 -14.6235 -14.298 -15.3607 -16.0932 -16.4953 -16.6112 
-81.5463 -15.2865 -3.35261 -0.0801784 -2.54075 -1.04552 -3.1331 1.93112 1.42043 -1.4213 0.759603 0.692193 -0.768939 -22.373 -22.0642 -20.6343 -20.883 -19.1765 -17.4742 -17.7635 -17.3627 -18.565 -18.0354 -16.7795 -17.8418 -16.0642 -13.5686 -12.5397 -14.4457 -14.2539 -14.9443 -13.5339 -12.0792 -11.3388 -11.3791 -12.4214 -13.1907 -13.2659 -13.8273 
